时间t	加热电压	取样电压	称重电压
168.2500	19.91676211	0.21732332	0.00038490
168.5000	19.91698384	0.21737517	0.00038501
168.7500	19.91709113	0.21731259	0.00038498
169.0000	19.91754174	0.21734477	0.00038497
169.2500	19.91770625	0.21733762	0.00038512
169.5000	19.91802096	0.21742524	0.00038504
169.7500	19.91839289	0.21731438	0.00038482
170.0000	19.91857886	0.21736981	0.00038507
170.2500	19.91884350	0.21735371	0.00038489
170.5000	19.91914391	0.21741809	0.00038518
170.7500	19.91943001	0.21737160	0.00038489
171.0000	19.91957306	0.21742345	0.00038502
171.2500	19.91966605	0.21735908	0.00038498
171.5000	19.92011666	0.21745921	0.00038482
171.7500	19.92014527	0.21741988	0.00038486
172.0000	19.92040991	0.21739663	0.00038475
172.2500	19.92088913	0.21742703	0.00038486
172.5000	19.92108225	0.21748425	0.00038468
172.7500	19.92130398	0.21740199	0.00038477
173.0000	19.92150425	0.21746994	0.00038447
173.2500	19.92155432	0.21738411	0.00038470
173.5000	19.92196202	0.21745743	0.00038482
173.7500	19.92244839	0.21735550	0.00038478
174.0000	19.92302775	0.21737160	0.00038455
174.2500	19.92320656	0.21748246	0.00038455
174.5000	19.92353558	0.21740557	0.00038479
174.7500	19.94736075	0.21766485	0.00038471
175.0000	19.94794726	0.21772922	0.00038442
175.2500	19.94856238	0.21765233	0.00038463
175.5000	19.94859099	0.21763803	0.00038445
175.7500	19.94889855	0.21765770	0.00038448
176.0000	19.94905591	0.21775605	0.00038427
176.2500	19.94935631	0.21780254	0.00038460
176.5000	19.94974971	0.21770777	0.00038432
176.7500	19.95017171	0.21776856	0.00038459
177.0000	19.95043635	0.21767916	0.00038465
177.2500	19.95037198	0.21776677	0.00038461
177.5000	19.95097995	0.21770955	0.00038446
177.7500	19.95092272	0.21770777	0.00038429
178.0000	19.95138049	0.21771671	0.00038421
178.2500	19.95175242	0.21772922	0.00038428
178.5000	19.95231747	0.21766664	0.00038427
178.7500	19.95206713	0.21770240	0.00038437
179.0000	19.95252490	0.21769346	0.00038432
179.2500	19.95301842	0.21774711	0.00038429
179.5000	19.95307564	0.21777572	0.00038411
179.7500	19.95341897	0.21781684	0.00038422
180.0000	19.95344758	0.21778108	0.00038448
180.2500	19.95373368	0.21771849	0.00038417
180.5000	19.95412707	0.21774174	0.00038408
180.7500	19.95416283	0.21774174	0.00038428
181.0000	19.95456338	0.21771134	0.00038423
181.2500	19.95474934	0.21775426	0.00038414
181.5000	19.95466351	0.21775426	0.00038406
181.7500	19.95498538	0.21771849	0.00038421
182.0000	19.95514989	0.21777572	0.00038439
182.2500	19.95555043	0.21780969	0.00038417
182.5000	19.95598674	0.21779538	0.00038427
182.7500	19.95602250	0.21773280	0.00038403
183.0000	19.95614409	0.21778823	0.00038414
183.2500	19.95655894	0.21775962	0.00038413
183.5000	19.95668769	0.21778644	0.00038418
183.7500	19.95655179	0.21780254	0.00038410
184.0000	19.95702386	0.21783115	0.00038389
184.2500	19.95718837	0.21782221	0.00038392
184.5000	19.95736003	0.21785797	0.00038395
184.7500	19.95768904	0.21783472	0.00038388
185.0000	19.95781779	0.21787049	0.00038385
185.2500	19.95813250	0.21778644	0.00038394
185.5000	19.95812535	0.21779002	0.00038402
185.7500	19.95851159	0.21782400	0.00038400
186.0000	19.95887637	0.21776856	0.00038401
186.2500	19.95874047	0.21784009	0.00038389
186.5000	19.95931267	0.21779538	0.00038381
186.7500	19.95943427	0.21782757	0.00038384
187.0000	19.95950579	0.21780969	0.00038379
187.2500	19.95970607	0.21783472	0.00038373
187.5000	19.95941996	0.21781505	0.00038377
187.7500	19.95993495	0.21782757	0.00038387
188.0000	19.95993495	0.21776856	0.00038354
188.2500	19.96035695	0.21782400	0.00038381
188.5000	19.96050000	0.21776856	0.00038388
188.7500	19.96052861	0.21781148	0.00038374
189.0000	19.96085763	0.21779181	0.00038372
189.2500	19.96102214	0.21782042	0.00038367
189.5000	19.96123671	0.21782400	0.00038362
189.7500	19.96137976	0.21788658	0.00038375
190.0000	19.96131539	0.21784366	0.00038374
190.2500	19.96137976	0.21785618	0.00038365
190.5000	19.96147275	0.21781327	0.00038353
190.7500	19.96202349	0.21787943	0.00038353
191.0000	19.96203065	0.21786512	0.00038354
191.2500	19.96225953	0.21776499	0.00038332
191.5000	19.96223807	0.21785439	0.00038343
191.7500	19.96221661	0.21785976	0.00038342
192.0000	19.96234536	0.21790446	0.00038336
192.2500	19.96207356	0.21780790	0.00038324
192.5000	19.96241689	0.21775605	0.00038337
192.7500	19.96238112	0.21787943	0.00038328
193.0000	19.96243834	0.21783830	0.00038317
193.2500	19.96245265	0.21783472	0.00038339
193.5000	19.96235966	0.21789910	0.00038326
193.7500	19.96228099	0.21780611	0.00038325
194.0000	19.96198058	0.21781148	0.00038333
194.2500	19.96164441	0.21780790	0.00038336
194.5000	19.96130109	0.21788122	0.00038315
194.7500	19.96113658	0.21774889	0.00038336
195.0000	19.96053576	0.21774711	0.00038325
195.2500	19.96003508	0.21782578	0.00038344
195.5000	19.95973468	0.21791877	0.00038322
195.7500	19.95881200	0.21780969	0.00038341
196.0000	19.95833277	0.21780969	0.00038302
196.2500	19.95786071	0.21785439	0.00038303
196.5000	19.95741009	0.21775247	0.00038322
196.7500	19.95637297	0.21780254	0.00038323
197.0000	19.95558619	0.21777035	0.00038283
197.2500	19.95383382	0.21781327	0.00038334
197.5000	19.95437026	0.21773280	0.00038298
197.7500	19.95401978	0.21771134	0.00038305
198.0000	19.95429158	0.21773638	0.00038299
198.2500	19.95517134	0.21771492	0.00038322
198.5000	19.95595813	0.21779002	0.00038292
198.7500	19.95628714	0.21775247	0.00038327
199.0000	19.95592952	0.21772922	0.00038297
199.2500	19.95545745	0.21781863	0.00038317
199.5000	19.95362639	0.21774889	0.00038302
199.7500	19.95406270	0.21777929	0.00038290
200.0000	19.95511412	0.21773816	0.00038284
200.2500	19.95487809	0.21778466	0.00038308
200.5000	19.95597958	0.21781863	0.00038316
200.7500	19.95689511	0.21782936	0.00038287
201.0000	19.95710969	0.21780075	0.00038302
201.2500	19.95712399	0.21775426	0.00038307
201.5000	19.95840430	0.21790089	0.00038280
201.7500	19.95841145	0.21772744	0.00038292
202.0000	19.95803952	0.21781148	0.00038278
202.2500	19.95831132	0.21775068	0.00038285
202.5000	19.95826125	0.21776856	0.00038288
202.7500	19.95801806	0.21777572	0.00038290
203.0000	19.95824694	0.21779538	0.00038295
203.2500	19.95854735	0.21784724	0.00038281
203.5000	19.95913386	0.21775426	0.00038263
203.7500	19.95902657	0.21782400	0.00038248
204.0000	19.96004939	0.21779896	0.00038284
204.2500	19.96077895	0.21777393	0.00038286
204.5000	19.96080041	0.21779896	0.00038285
204.7500	19.96115088	0.21781684	0.00038273
205.0000	19.96125102	0.21782757	0.00038268
205.2500	19.96139407	0.21783294	0.00038260
205.5000	19.96173739	0.21781327	0.00038252
205.7500	19.96163010	0.21779896	0.00038254
206.0000	19.96130109	0.21785082	0.00038266
206.2500	19.96165871	0.21790089	0.00038250
206.5000	19.96194482	0.21782936	0.00038247
206.7500	19.96213078	0.21789016	0.00038255
207.0000	19.96276021	0.21788300	0.00038263
207.2500	19.96321797	0.21793128	0.00038236
207.5000	19.96328950	0.21790804	0.00038241
207.7500	19.96369719	0.21788479	0.00038232
208.0000	19.96416926	0.21782757	0.00038238
208.2500	19.96424794	0.21783115	0.00038257
208.5000	19.96413350	0.21790625	0.00038239
208.7500	19.96428370	0.21794201	0.00038242
209.0000	19.96471286	0.21781148	0.00038219
209.2500	19.96466279	0.21778287	0.00038216
209.5000	19.96490598	0.21786333	0.00038252
209.7500	19.96456980	0.21782578	0.00038230
210.0000	19.96444821	0.21791698	0.00038230
210.2500	19.96439814	0.21788658	0.00038219
210.5000	19.96460557	0.21785976	0.00038219
210.7500	19.96439814	0.21785618	0.00038220
211.0000	19.96408343	0.21790625	0.00038221
211.2500	19.96464133	0.21786155	0.00038206
211.5000	19.96473431	0.21796347	0.00038227
211.7500	19.96459842	0.21783115	0.00038211
212.0000	19.96499181	0.21782400	0.00038220
212.2500	19.96633649	0.21789194	0.00038221
212.5000	19.96705174	0.21785618	0.00038214
212.7500	19.96683717	0.21789910	0.00038205
213.0000	19.96679425	0.21789731	0.00038208
213.2500	19.96666550	0.21795632	0.00038208
213.5000	19.96651530	0.21788479	0.00038195
213.7500	19.96811747	0.21791161	0.00038193
214.0000	19.96841073	0.21791877	0.00038220
214.2500	19.96852517	0.21790267	0.00038181
214.5000	19.96780276	0.21792771	0.00038204
214.7500	19.96848941	0.21788479	0.00038198
215.0000	19.96878266	0.21788658	0.00038195
215.2500	19.96914744	0.21796168	0.00038209
215.5000	19.96875405	0.21790267	0.00038188
215.7500	19.96939778	0.21790089	0.00038199
216.0000	19.96934056	0.21796347	0.00038197
216.2500	19.96829629	0.21800102	0.00038182
216.5000	19.96846080	0.21795632	0.00038170
216.7500	19.97018456	0.21790804	0.00038183
217.0000	19.97171521	0.21788837	0.00038169
217.2500	19.97230887	0.21797241	0.00038197
217.5000	19.97226596	0.21796347	0.00038181
217.7500	19.97294545	0.21791698	0.00038165
218.0000	19.97301698	0.21801175	0.00038181
218.2500	19.97342467	0.21796168	0.00038159
218.5000	19.97343898	0.21799923	0.00038166
218.7500	19.97386098	0.21798314	0.00038138
219.0000	19.97425437	0.21809043	0.00038150
219.2500	19.97437596	0.21800460	0.00038159
219.5000	19.97470498	0.21805288	0.00038134
219.7500	19.97496962	0.21802248	0.00038131
220.0000	19.97496247	0.21800102	0.00038145
220.2500	19.97501254	0.21801711	0.00038169
220.5000	19.97504115	0.21797599	0.00038167
220.7500	19.97524142	0.21792592	0.00038157
221.0000	19.97507691	0.21804751	0.00038154
221.2500	19.97558474	0.21795453	0.00038135
221.5000	19.97579932	0.21798850	0.00038148
221.7500	19.97624993	0.21803321	0.00038147
222.0000	19.97650027	0.21798672	0.00038157
222.2500	19.97655749	0.21799208	0.00038154
222.5000	19.97696519	0.21800281	0.00038147
222.7500	19.97736573	0.21796705	0.00038141
223.0000	19.97735143	0.21797599	0.00038152
223.2500	19.97733712	0.21797241	0.00038145
223.5000	19.97763038	0.21794022	0.00038126
223.7500	19.97729421	0.21797062	0.00038131
224.0000	19.97720837	0.21802784	0.00038159
224.2500	19.97683644	0.21797599	0.00038141
224.5000	19.97740865	0.21806897	0.00038012
224.7500	19.97710824	0.21797241	0.00038091
225.0000	19.97670054	0.21789194	0.00038142
225.2500	19.97610688	0.21798135	0.00038140
225.5000	19.97617125	0.21800281	0.00038142
225.7500	19.97576356	0.21799923	0.00038115
226.0000	19.97530579	0.21801711	0.00038107
226.2500	19.97801661	0.21799029	0.00038107
226.5000	19.97897506	0.21799744	0.00038132
226.7500	19.97880339	0.21799744	0.00038126
227.0000	19.97981191	0.21799744	0.00038125
227.2500	19.98029828	0.21802248	0.00038118
227.5000	19.98030543	0.21809758	0.00038102
227.7500	19.98059153	0.21801890	0.00038111
228.0000	19.98066306	0.21806003	0.00038128
228.2500	19.98115659	0.21813513	0.00038112
228.5000	19.98144984	0.21806361	0.00038110
228.7500	19.98129249	0.21801354	0.00038115
229.0000	19.98165011	0.21811904	0.00038118
229.2500	19.98173594	0.21806539	0.00038096
229.5000	19.98198628	0.21803500	0.00038104
229.7500	19.98217225	0.21792950	0.00038102
230.0000	19.98226523	0.21812977	0.00038091
230.2500	19.98267293	0.21809400	0.00038097
230.5000	19.98260856	0.21800460	0.00038084
230.7500	19.98294473	0.21801175	0.00038103
231.0000	19.98295903	0.21810116	0.00038090
231.2500	19.98296618	0.21806361	0.00038085
231.5000	19.98329520	0.21805467	0.00038095
231.7500	19.98318791	0.21804751	0.00038071
232.0000	19.98373151	0.21813334	0.00038089
232.2500	19.98378158	0.21808685	0.00038065
232.5000	19.98368144	0.21804215	0.00038066
232.7500	19.98382449	0.21800996	0.00038085
233.0000	19.98401761	0.21804036	0.00038081
233.2500	19.98428941	0.21808864	0.00038078
233.5000	19.98446107	0.21807433	0.00038058
233.7500	19.98376727	0.21806539	0.00038053
234.0000	19.98368144	0.21800639	0.00038057
234.2500	19.98426795	0.21812261	0.00038063
234.5000	19.98350978	0.21805288	0.00038077
234.7500	19.98390317	0.21809758	0.00038071
235.0000	19.98429656	0.21805645	0.00038065
235.2500	19.98461842	0.21801711	0.00038045
235.5000	19.98431802	0.21808506	0.00038061
235.7500	19.98484731	0.21804215	0.00038023
236.0000	19.98503327	0.21812083	0.00038041
236.2500	19.98558402	0.21815301	0.00038051
236.5000	19.98541236	0.21809400	0.00038058
236.7500	19.98546243	0.21805109	0.00038047
237.0000	19.98493314	0.21808328	0.00038053
237.2500	19.98489737	0.21814765	0.00038061
237.5000	19.98350978	0.21804036	0.00038049
237.7500	19.98568416	0.21809758	0.00038030
238.0000	19.98567700	0.21814407	0.00038053
238.2500	19.98581290	0.21805109	0.00038021
238.5000	19.98603463	0.21802605	0.00038046
238.7500	19.98623490	0.21812619	0.00038025
239.0000	19.98684287	0.21806539	0.00038029
239.2500	19.98672128	0.21814050	0.00038039
239.5000	19.98695731	0.21813156	0.00038025
239.7500	19.98727202	0.21807791	0.00038029
240.0000	19.98672128	0.21808506	0.00038026
240.2500	19.98552680	0.21809043	0.00038023
240.5000	19.98642087	0.21815301	0.00038014
240.7500	19.98556256	0.21816911	0.00038025
241.0000	19.98597741	0.21807612	0.00037993
241.2500	19.98786569	0.21805288	0.00038013
241.5000	19.98873830	0.21804036	0.00037998
241.7500	19.98947501	0.21811546	0.00038011
242.0000	19.98890996	0.21820487	0.00037988
242.2500	19.98926043	0.21802248	0.00038018
242.5000	19.98950362	0.21812619	0.00038007
242.7500	19.99009728	0.21817805	0.00038022
243.0000	19.99014020	0.21808685	0.00038012
243.2500	19.99081254	0.21814050	0.00037987
243.5000	19.99154210	0.21826030	0.00038015
243.7500	19.99123454	0.21814050	0.00038001
244.0000	19.99199986	0.21816911	0.00037996
244.2500	19.99164224	0.21810116	0.00037984
244.5000	19.99204278	0.21821381	0.00037988
244.7500	19.99195695	0.21818878	0.00037982
245.0000	19.99208569	0.21820845	0.00037989
245.2500	19.99287963	0.21817805	0.00037985
245.5000	19.99278665	0.21816732	0.00037983
245.7500	19.99257922	0.21820487	0.00037998
246.0000	19.99263644	0.21815838	0.00037984
246.2500	19.99312282	0.21820845	0.00037993
246.5000	19.99267936	0.21821023	0.00037953
246.7500	19.99293685	0.21808685	0.00037973
247.0000	19.99332309	0.21810831	0.00037978
247.2500	19.99350190	0.21816553	0.00037966
247.5000	19.99383092	0.21822811	0.00037959
247.7500	19.99360204	0.21813334	0.00037958
248.0000	19.99333739	0.21812619	0.00037960
248.2500	19.99390244	0.21819056	0.00037969
248.5000	19.99378085	0.21813513	0.00037964
248.7500	19.99444604	0.21817268	0.00037973
249.0000	19.99452472	0.21825136	0.00037969
249.2500	19.99523282	0.21822275	0.00037966
249.5000	19.99521852	0.21815659	0.00037948
249.7500	19.99529004	0.21817626	0.00037977
250.0000	19.99527574	0.21823348	0.00037972
250.2500	19.99606252	0.21823169	0.00037954
250.5000	19.99667048	0.21820129	0.00037950
250.7500	19.99658465	0.21821560	0.00037935
251.0000	19.99690652	0.21813692	0.00037962
251.2500	19.99692798	0.21815838	0.00037930
251.5000	19.99707818	0.21819772	0.00037968
251.7500	19.99737859	0.21816911	0.00037954
252.0000	19.99722838	0.21817805	0.00037943
252.2500	19.99767899	0.21821381	0.00037936
252.5000	19.99770045	0.21817805	0.00037986
252.7500	19.99733567	0.21822811	0.00037971
253.0000	19.99724269	0.21821381	0.00037935
253.2500	19.99741435	0.21818699	0.00037951
253.5000	19.99676347	0.21819772	0.00037928
253.7500	19.99647021	0.21824421	0.00037912
254.0000	19.99671340	0.21826030	0.00037915
254.2500	19.99694228	0.21817983	0.00037952
254.5000	19.99717832	0.21816553	0.00037948
254.7500	19.99759316	0.21820308	0.00037934
255.0000	19.99832273	0.21825851	0.00037926
255.2500	19.99842286	0.21821381	0.00037916
255.5000	19.99840856	0.21819056	0.00037926
255.7500	19.99841571	0.21828355	0.00037947
256.0000	19.99817967	0.21821381	0.00037892
256.2500	19.99642730	0.21820129	0.00037888
256.5000	19.99728560	0.21820845	0.00037875
256.7500	19.99717116	0.21823884	0.00037888
257.0000	19.99682069	0.21824242	0.00037934
257.2500	19.99596238	0.21827818	0.00037890
257.5000	19.99557614	0.21819056	0.00037875
257.7500	19.99689937	0.21813156	0.00037868
258.0000	19.99654174	0.21822811	0.00037884
258.2500	19.99507546	0.21821023	0.00037916
258.5000	19.99662757	0.21823169	0.00037909
258.7500	19.99712110	0.21817805	0.00037911
259.0000	19.99896646	0.21825315	0.00037915
259.2500	19.99848723	0.21821739	0.00037899
259.5000	19.99863744	0.21824242	0.00037900
259.7500	19.99894500	0.21821917	0.00037902
260.0000	19.99990344	0.21823169	0.00037887
260.2500	19.99969602	0.21826745	0.00037890
260.5000	19.99986768	0.21823527	0.00037877
260.7500	20.00006795	0.21821023	0.00037904
261.0000	19.99988914	0.21820487	0.00037896
261.2500	19.99975324	0.21818878	0.00037890
261.5000	19.99973893	0.21822990	0.00037870
261.7500	20.00019670	0.21827639	0.00037871
262.0000	20.00074744	0.21825851	0.00037872
262.2500	20.00096917	0.21818520	0.00037874
262.5000	20.00031114	0.21822811	0.00037872
262.7500	19.99962449	0.21826030	0.00037875
263.0000	20.00007510	0.21826209	0.00037850
263.2500	20.00026822	0.21813156	0.00037876
263.5000	19.99976754	0.21829964	0.00037872
263.7500	19.99935985	0.21817268	0.00037871
264.0000	19.99785781	0.21823884	0.00037858
264.2500	19.99798655	0.21821560	0.00037839
264.5000	19.99832988	0.21816732	0.00037863
264.7500	19.99835849	0.21822096	0.00037860
265.0000	19.99894500	0.21823527	0.00037855
265.2500	20.00006795	0.21823348	0.00037844
265.5000	20.00008941	0.21825136	0.00037845
265.7500	19.99745727	0.21818699	0.00037871
266.0000	19.99699950	0.21817983	0.00037859
266.2500	19.99683499	0.21823169	0.00037880
266.5000	19.99797225	0.21814765	0.00037857
266.7500	19.99810100	0.21818520	0.00037865
267.0000	19.99750733	0.21824421	0.00037850
267.2500	19.99722838	0.21824063	0.00037833
267.5000	19.99621272	0.21817089	0.00037843
267.7500	19.99650598	0.21811904	0.00037833
268.0000	19.99702811	0.21820845	0.00037856
268.2500	19.99693513	0.21821202	0.00037844
268.5000	19.99637723	0.21820845	0.00037829
268.7500	19.99706388	0.21819950	0.00037834
269.0000	19.99724984	0.21820129	0.00037839
269.2500	19.99710679	0.21819235	0.00037822
269.5000	19.99820113	0.21822990	0.00037817
269.7500	19.99919534	0.21826209	0.00037810
270.0000	19.99889493	0.21815301	0.00037839
270.2500	19.99752879	0.21820308	0.00037831
270.5000	19.99866605	0.21816195	0.00037835
270.7500	19.99750733	0.21819235	0.00037797
271.0000	19.99822974	0.21813334	0.00037834
271.2500	19.99820113	0.21820487	0.00037814
271.5000	19.99821544	0.21816911	0.00037818
271.7500	19.99825120	0.21822811	0.00037814
272.0000	19.99860883	0.21824063	0.00037821
272.2500	19.99832988	0.21828355	0.00037823
272.5000	19.99857306	0.21817983	0.00037826
272.7500	19.99873042	0.21822811	0.00037802
273.0000	19.99643445	0.21815480	0.00037806
273.2500	19.99830842	0.21825315	0.00037824
273.5000	19.99815106	0.21824600	0.00037801
273.7500	19.99846578	0.21827103	0.00037798
274.0000	19.99819398	0.21824063	0.00037795
274.2500	19.99930263	0.21818520	0.00037813
274.5000	19.99976039	0.21825494	0.00037801
274.7500	19.99917388	0.21823527	0.00037808
275.0000	19.99903798	0.21827103	0.00037788
275.2500	19.99831557	0.21817089	0.00037816
275.5000	19.99840140	0.21814586	0.00037789
275.7500	19.99835849	0.21819593	0.00037789
276.0000	19.99852300	0.21824421	0.00037789
276.2500	19.99821544	0.21822633	0.00037780
276.5000	19.99780774	0.21822275	0.00037790
276.7500	19.99746442	0.21816374	0.00037770
277.0000	19.99303698	0.21818878	0.00037782
277.2500	19.99325871	0.21821917	0.00037791
277.5000	19.99336600	0.21806897	0.00037800
277.7500	19.99338746	0.21816732	0.00037784
278.0000	20.00815749	0.21834613	0.00037775
278.2500	20.00935197	0.21834434	0.00037773
278.5000	20.01011014	0.21839441	0.00037753
278.7500	20.00995278	0.21828891	0.00037771
279.0000	20.01055360	0.21828176	0.00037764
279.2500	20.01096129	0.21836580	0.00037770
279.5000	20.01142621	0.21831573	0.00037750
279.7500	20.01139760	0.21834077	0.00037776
280.0000	20.01149058	0.21833183	0.00037765
280.2500	20.01206994	0.21844984	0.00037771
280.5000	20.01150489	0.21832467	0.00037758
280.7500	20.01219153	0.21828534	0.00037766
281.0000	20.01244903	0.21829070	0.00037748
281.2500	20.01235604	0.21836223	0.00037768
281.5000	20.01214862	0.21833004	0.00037749
281.7500	20.01234889	0.21833361	0.00037756
282.0000	20.01232743	0.21842481	0.00037767
282.2500	20.01254201	0.21835507	0.00037737
282.5000	20.01173377	0.21835150	0.00037733
282.7500	20.01290679	0.21831931	0.00037730
283.0000	20.01253486	0.21839084	0.00037747
283.2500	20.01286388	0.21835865	0.00037752
283.5000	20.01325727	0.21836580	0.00037741
283.7500	20.01355767	0.21839799	0.00037751
284.0000	20.01312137	0.21833361	0.00037754
284.2500	20.01287103	0.21834077	0.00037734
284.5000	20.01314282	0.21836759	0.00037740
284.7500	20.01206279	0.21827639	0.00037723
285.0000	20.01129031	0.21836044	0.00037723
285.2500	20.01140475	0.21838368	0.00037736
285.5000	20.01142621	0.21832289	0.00037718
285.7500	20.01072526	0.21829070	0.00037713
286.0000	20.01043916	0.21837832	0.00037720
286.2500	20.00899434	0.21831931	0.00037729
286.5000	20.00652671	0.21830858	0.00037727
286.7500	20.00768542	0.21833540	0.00037728
287.0000	20.00952363	0.21840872	0.00037722
287.2500	20.01043916	0.21829249	0.00037717
287.5000	20.00898719	0.21831931	0.00037712
287.7500	20.01152635	0.21840335	0.00037709
288.0000	20.01211286	0.21833361	0.00037703
288.2500	20.01205564	0.21835686	0.00037711
288.5000	20.01239181	0.21834613	0.00037717
288.7500	20.01282811	0.21831573	0.00037720
289.0000	20.01278520	0.21834792	0.00037717
289.2500	20.01321435	0.21842839	0.00037689
289.5000	20.01286388	0.21838368	0.00037688
289.7500	20.01265645	0.21839978	0.00037699
290.0000	20.01268506	0.21833004	0.00037695
290.2500	20.01281381	0.21834792	0.00037696
290.5000	20.01300693	0.21838726	0.00037707
290.7500	20.01339316	0.21832646	0.00037683
291.0000	20.01339316	0.21838368	0.00037682
291.2500	20.01415134	0.21844269	0.00037685
291.5000	20.01420856	0.21842123	0.00037683
291.7500	20.01432300	0.21841408	0.00037690
292.0000	20.01444459	0.21841587	0.00037691
292.2500	20.01446605	0.21843196	0.00037676
292.5000	20.01433015	0.21842302	0.00037679
292.7500	20.01453757	0.21837653	0.00037688
293.0000	20.01400828	0.21834613	0.00037678
293.2500	20.01401544	0.21840693	0.00037674
293.5000	20.01308560	0.21828355	0.00037687
293.7500	20.01347900	0.21842481	0.00037665
294.0000	20.01259208	0.21841945	0.00037660
294.2500	20.01312852	0.21839978	0.00037664
294.5000	20.01411557	0.21836759	0.00037665
294.7500	20.01595378	0.21836044	0.00037672
295.0000	20.01593232	0.21839978	0.00037661
295.2500	20.01691222	0.21835865	0.00037669
295.5000	20.01724839	0.21849276	0.00037666
295.7500	20.01792073	0.21840693	0.00037681
296.0000	20.01804948	0.21844984	0.00037679
296.2500	20.01835704	0.21839084	0.00037659
296.5000	20.01828551	0.21842481	0.00037669
296.7500	20.01837134	0.21841766	0.00037658
297.0000	20.01839280	0.21842660	0.00037644
297.2500	20.01892924	0.21836938	0.00037637
297.5000	20.01861453	0.21836401	0.00037631
297.7500	20.01900792	0.21840156	0.00037652
298.0000	20.01900077	0.21847845	0.00037626
298.2500	20.01930833	0.21843375	0.00037633
298.5000	20.01919389	0.21841408	0.00037657
298.7500	20.01882911	0.21848739	0.00037643
299.0000	20.01902223	0.21842123	0.00037639
299.2500	20.01901507	0.21839978	0.00037647
299.5000	20.02069593	0.21834971	0.00037647
299.7500	20.02115369	0.21838905	0.00037672
300.0000	20.02108932	0.21840514	0.00037619
300.2500	20.02118945	0.21846415	0.00037616
300.5000	20.02138257	0.21849276	0.00037628
300.7500	20.02088905	0.21844090	0.00037613
301.0000	20.02083182	0.21834613	0.00037635
301.2500	20.02071738	0.21846415	0.00037629
301.5000	20.02079606	0.21843554	0.00037632
301.7500	20.02107501	0.21849455	0.00037617
302.0000	20.02122522	0.21843912	0.00037589
302.2500	20.02086759	0.21848203	0.00037620
302.5000	20.02114654	0.21846951	0.00037603
302.7500	20.02093196	0.21841587	0.00037621
303.0000	20.02133250	0.21844984	0.00037605
303.2500	20.02131105	0.21835686	0.00037609
303.5000	20.02068877	0.21847845	0.00037604
303.7500	20.02051711	0.21843912	0.00037619
304.0000	20.02029538	0.21843554	0.00037613
304.2500	20.02049565	0.21838726	0.00037611
304.5000	20.02058864	0.21846773	0.00037606
304.7500	20.02090335	0.21851422	0.00037599
305.0000	20.02073884	0.21844090	0.00037602
305.2500	20.02070308	0.21849097	0.00037601
305.5000	20.02049565	0.21836759	0.00037611
305.7500	20.02041698	0.21839084	0.00037614
306.0000	20.02000213	0.21843554	0.00037592
306.2500	20.01980186	0.21847667	0.00037602
306.5000	20.01923680	0.21845163	0.00037603
306.7500	20.01868606	0.21841050	0.00037607
307.0000	20.01950145	0.21837117	0.00037583
307.2500	20.02123237	0.21843196	0.00037584
307.5000	20.02118945	0.21840872	0.00037596
307.7500	20.02132535	0.21848739	0.00037594
308.0000	20.02115369	0.21838726	0.00037574
308.2500	20.02121806	0.21837832	0.00037588
308.5000	20.02164722	0.21848382	0.00037584
308.7500	20.02145410	0.21843733	0.00037579
309.0000	20.02139688	0.21851779	0.00037574
309.2500	20.02116799	0.21843554	0.00037559
309.5000	20.02048135	0.21845878	0.00037575
309.7500	20.02082467	0.21845163	0.00037571
310.0000	20.02061010	0.21846415	0.00037570
310.2500	20.02146125	0.21843196	0.00037558
310.5000	20.02153993	0.21846236	0.00037579
310.7500	20.02229810	0.21846773	0.00037559
311.0000	20.02113223	0.21849812	0.00037586
311.2500	20.02240539	0.21843912	0.00037554
311.5000	20.02299905	0.21843554	0.00037543
311.7500	20.02269864	0.21844806	0.00037566
312.0000	20.02224803	0.21846594	0.00037546
312.2500	20.02041698	0.21841050	0.00037554
312.5000	20.02262712	0.21841050	0.00037559
312.7500	20.02221227	0.21845521	0.00037550
313.0000	20.02132535	0.21840156	0.00037552
313.2500	20.02433658	0.21851779	0.00037546
313.5000	20.02464414	0.21852495	0.00037536
313.7500	20.02410770	0.21847667	0.00037552
314.0000	20.02312780	0.21844269	0.00037535
314.2500	20.02218366	0.21840693	0.00037547
314.5000	20.02425790	0.21846415	0.00037533
314.7500	20.02436519	0.21841945	0.00037535
315.0000	20.02297044	0.21844090	0.00037540
315.2500	20.02484441	0.21847130	0.00037523
315.5000	20.02606034	0.21851243	0.00037527
315.7500	20.02724767	0.21848918	0.00037526
316.0000	20.02704024	0.21854998	0.00037519
316.2500	20.02701879	0.21850885	0.00037519
316.5000	20.02681136	0.21852673	0.00037535
316.7500	20.02596736	0.21851958	0.00037529
317.0000	20.02419353	0.21853031	0.00037523
317.2500	20.02711177	0.21851958	0.00037520
317.5000	20.02793431	0.21850349	0.00037521
317.7500	20.02815604	0.21854640	0.00037534
318.0000	20.02839208	0.21848203	0.00037520
318.2500	20.02866388	0.21851958	0.00037521
318.5000	20.02875686	0.21848739	0.00037510
318.7500	20.02876401	0.21852852	0.00037522
319.0000	20.02905727	0.21853746	0.00037512
319.2500	20.02868533	0.21843912	0.00037511
319.5000	20.02891421	0.21857859	0.00037517
319.7500	20.02880693	0.21849812	0.00037500
