时间t	称重电压
98.0000	-0.00019207
98.2500	-0.00019202
98.5000	-0.00019208
98.7500	-0.00019198
99.0000	-0.00019198
99.2500	-0.00019202
99.5000	-0.00019203
99.7500	-0.00019202
100.0000	-0.00019204
100.2500	-0.00019205
100.5000	-0.00020026
100.7500	-0.00019700
101.0000	-0.00019705
101.2500	-0.00019697
101.5000	-0.00019698
101.7500	-0.00019704
102.0000	-0.00019706
102.2500	-0.00019711
102.5000	-0.00019701
102.7500	-0.00019695
103.0000	-0.00019709
103.2500	-0.00019707
103.5000	-0.00019703
103.7500	-0.00019698
104.0000	-0.00019709
104.2500	-0.00019697
104.5000	-0.00019700
104.7500	-0.00019697
105.0000	-0.00020282
105.2500	-0.00019902
105.5000	-0.00019899
105.7500	-0.00019893
106.0000	-0.00019906
106.2500	-0.00019905
106.5000	-0.00019902
106.7500	-0.00019902
107.0000	-0.00019898
107.2500	-0.00019904
107.5000	-0.00019899
107.7500	-0.00019897
108.0000	-0.00019897
108.2500	-0.00019894
108.5000	-0.00019898
108.7500	-0.00019896
109.0000	-0.00019904
109.2500	-0.00019895
109.5000	-0.00019935
109.7500	-0.00020187
110.0000	-0.00020259
110.2500	-0.00020104
110.5000	-0.00020112
110.7500	-0.00020098
111.0000	-0.00020096
111.2500	-0.00020237
111.5000	-0.00019903
111.7500	-0.00020565
112.0000	-0.00020463
112.2500	-0.00020447
112.5000	-0.00020109
112.7500	-0.00020098
113.0000	-0.00020108
113.2500	-0.00020099
113.5000	-0.00020097
113.7500	-0.00020105
114.0000	-0.00020101
114.2500	-0.00020098
114.5000	-0.00020102
114.7500	-0.00020098
115.0000	-0.00020107
115.2500	-0.00020096
115.5000	-0.00020098
115.7500	-0.00020104
116.0000	-0.00020092
116.2500	-0.00020093
116.5000	-0.00020100
116.7500	-0.00020989
117.0000	-0.00020203
117.2500	-0.00020199
117.5000	-0.00020202
117.7500	-0.00020203
118.0000	-0.00020209
118.2500	-0.00020198
118.5000	-0.00020211
118.7500	-0.00020209
119.0000	-0.00020209
119.2500	-0.00020191
119.5000	-0.00020201
119.7500	-0.00020206
120.0000	-0.00020198
120.2500	-0.00020200
120.5000	-0.00020203
120.7500	-0.00020198
121.0000	-0.00020196
121.2500	-0.00020193
121.5000	-0.00020205
121.7500	-0.00020190
122.0000	-0.00020197
122.2500	-0.00020204
122.5000	-0.00020193
122.7500	-0.00020197
123.0000	-0.00020199
123.2500	-0.00020198
123.5000	-0.00020196
123.7500	-0.00020202
124.0000	-0.00020216
124.2500	-0.00020205
124.5000	-0.00020190
124.7500	-0.00020197
125.0000	-0.00020195
125.2500	-0.00020194
125.5000	-0.00020190
125.7500	-0.00020199
126.0000	-0.00020198
126.2500	-0.00020199
126.5000	-0.00020205
126.7500	-0.00020197
127.0000	-0.00020199
127.2500	-0.00020195
127.5000	-0.00020196
127.7500	-0.00020199
128.0000	-0.00020198
128.2500	-0.00020206
128.5000	-0.00020203
128.7500	-0.00020193
129.0000	-0.00020202
129.2500	-0.00020207
129.5000	-0.00020202
129.7500	-0.00020203
130.0000	-0.00020197
130.2500	-0.00020191
130.5000	-0.00020204
130.7500	-0.00020201
131.0000	-0.00020393
131.2500	-0.00020197
131.5000	-0.00020200
131.7500	-0.00021176
132.0000	-0.00020199
132.2500	-0.00020101
132.5000	-0.00020000
132.7500	-0.00020004
133.0000	-0.00019989
133.2500	-0.00019995
133.5000	-0.00020003
133.7500	-0.00019999
134.0000	-0.00019993
134.2500	-0.00020006
134.5000	-0.00020003
134.7500	-0.00019993
135.0000	-0.00020003
135.2500	-0.00019996
135.5000	-0.00020002
135.7500	-0.00020000
136.0000	-0.00020006
136.2500	-0.00020004
136.5000	-0.00019994
136.7500	-0.00020096
137.0000	-0.00019814
137.2500	-0.00019807
137.5000	-0.00019801
137.7500	-0.00019803
138.0000	-0.00019806
138.2500	-0.00019806
138.5000	-0.00019793
138.7500	-0.00019794
139.0000	-0.00019802
139.2500	-0.00019800
139.5000	-0.00019801
139.7500	-0.00019800
140.0000	-0.00019804
140.2500	-0.00019796
140.5000	-0.00019798
140.7500	-0.00019798
141.0000	-0.00019800
141.2500	-0.00019798
141.5000	-0.00019801
141.7500	-0.00019800
142.0000	-0.00019804
142.2500	-0.00019796
142.5000	-0.00020730
142.7500	-0.00019695
143.0000	-0.00019702
143.2500	-0.00019699
143.5000	-0.00019703
143.7500	-0.00019705
144.0000	-0.00019696
144.2500	-0.00019703
144.5000	-0.00019696
144.7500	-0.00019704
145.0000	-0.00019703
145.2500	-0.00019701
145.5000	-0.00019705
145.7500	-0.00019700
146.0000	-0.00019706
146.2500	-0.00019706
146.5000	-0.00019695
146.7500	-0.00019702
147.0000	-0.00019693
147.2500	-0.00019700
147.5000	-0.00019700
147.7500	-0.00019704
148.0000	-0.00019705
148.2500	-0.00019700
148.5000	-0.00019702
148.7500	-0.00019696
149.0000	-0.00019709
149.2500	-0.00019696
149.5000	-0.00019693
149.7500	-0.00019698
150.0000	-0.00019696
150.2500	-0.00019699
150.5000	-0.00019703
150.7500	-0.00019692
151.0000	-0.00019702
151.2500	-0.00019693
151.5000	-0.00019702
151.7500	-0.00019702
152.0000	-0.00019701
152.2500	-0.00019692
152.5000	-0.00019704
152.7500	-0.00019702
153.0000	-0.00019694
153.2500	-0.00019704
153.5000	-0.00019697
153.7500	-0.00019700
154.0000	-0.00019694
154.2500	-0.00019700
154.5000	-0.00019697
154.7500	-0.00019692
155.0000	-0.00019702
155.2500	-0.00019691
155.5000	-0.00019709
155.7500	-0.00019699
156.0000	-0.00019704
156.2500	-0.00019707
156.5000	-0.00019702
156.7500	-0.00019707
157.0000	-0.00019703
157.2500	-0.00021343
157.5000	-0.00021196
157.7500	-0.00019200
158.0000	-0.00019204
158.2500	-0.00019201
158.5000	-0.00019198
158.7500	-0.00019204
159.0000	-0.00019207
159.2500	-0.00019202
159.5000	-0.00019192
159.7500	-0.00019197
160.0000	-0.00019196
160.2500	-0.00019204
160.5000	-0.00019208
160.7500	-0.00019203
161.0000	-0.00019207
161.2500	-0.00019205
161.5000	-0.00019199
161.7500	-0.00019194
162.0000	-0.00019206
162.2500	-0.00019217
162.5000	-0.00019198
162.7500	-0.00019190
163.0000	-0.00019198
163.2500	-0.00019204
163.5000	-0.00019201
163.7500	-0.00019207
164.0000	-0.00019194
164.2500	-0.00019196
164.5000	-0.00019200
164.7500	-0.00019204
165.0000	-0.00019199
165.2500	-0.00019201
165.5000	-0.00019208
165.7500	-0.00019193
166.0000	-0.00019201
166.2500	-0.00019201
166.5000	-0.00019203
166.7500	-0.00019194
167.0000	-0.00019201
167.2500	-0.00019204
167.5000	-0.00019709
167.7500	-0.00019727
168.0000	-0.00019274
168.2500	-0.00020038
168.5000	-0.00019337
168.7500	-0.00019593
169.0000	-0.00019486
169.2500	-0.00019646
169.5000	-0.00020226
169.7500	-0.00018503
170.0000	-0.00017206
170.2500	-0.00017213
170.5000	-0.00017211
170.7500	-0.00017210
171.0000	-0.00017209
171.2500	-0.00017210
171.5000	-0.00017204
171.7500	-0.00017203
172.0000	-0.00017210
172.2500	-0.00017205
172.5000	-0.00017203
172.7500	-0.00018114
173.0000	-0.00017263
173.2500	-0.00016602
173.5000	-0.00016215
173.7500	-0.00016208
174.0000	-0.00016209
174.2500	-0.00016209
174.5000	-0.00016209
174.7500	-0.00016214
175.0000	-0.00016211
175.2500	-0.00016208
175.5000	-0.00016217
175.7500	-0.00016203
176.0000	-0.00016207
176.2500	-0.00016214
176.5000	-0.00016209
176.7500	-0.00016212
177.0000	-0.00016210
177.2500	-0.00016204
177.5000	-0.00016210
177.7500	-0.00016208
178.0000	-0.00016206
178.2500	-0.00016209
178.5000	-0.00016204
178.7500	-0.00016210
179.0000	-0.00016210
179.2500	-0.00016207
179.5000	-0.00016212
179.7500	-0.00016212
180.0000	-0.00016206
180.2500	-0.00016211
180.5000	-0.00016205
180.7500	-0.00016209
181.0000	-0.00016213
181.2500	-0.00016211
181.5000	-0.00016221
181.7500	-0.00016217
182.0000	-0.00016214
182.2500	-0.00016209
182.5000	-0.00016215
182.7500	-0.00016208
183.0000	-0.00016209
183.2500	-0.00016208
183.5000	-0.00016209
183.7500	-0.00016214
184.0000	-0.00016217
184.2500	-0.00016206
184.5000	-0.00016214
184.7500	-0.00016213
185.0000	-0.00016204
185.2500	-0.00016214
185.5000	-0.00016210
185.7500	-0.00016204
186.0000	-0.00016217
186.2500	-0.00016209
186.5000	-0.00016208
186.7500	-0.00016212
187.0000	-0.00016215
187.2500	-0.00016209
187.5000	-0.00016205
187.7500	-0.00016205
188.0000	-0.00016215
188.2500	-0.00016209
188.5000	-0.00016209
188.7500	-0.00016210
189.0000	-0.00016214
189.2500	-0.00016203
189.5000	-0.00016214
189.7500	-0.00016201
190.0000	-0.00016222
190.2500	-0.00016214
190.5000	-0.00016209
190.7500	-0.00016206
191.0000	-0.00016210
191.2500	-0.00016211
191.5000	-0.00016200
191.7500	-0.00016208
192.0000	-0.00016211
192.2500	-0.00016215
192.5000	-0.00016214
192.7500	-0.00016209
193.0000	-0.00016208
193.2500	-0.00016203
193.5000	-0.00016206
193.7500	-0.00016214
194.0000	-0.00016215
194.2500	-0.00016207
194.5000	-0.00016213
194.7500	-0.00016215
195.0000	-0.00016209
195.2500	-0.00016212
195.5000	-0.00016212
195.7500	-0.00016217
196.0000	-0.00016214
196.2500	-0.00016210
196.5000	-0.00016215
196.7500	-0.00016223
197.0000	-0.00016215
197.2500	-0.00016201
197.5000	-0.00016202
197.7500	-0.00016204
198.0000	-0.00016207
198.2500	-0.00016203
198.5000	-0.00016211
198.7500	-0.00016218
199.0000	-0.00016213
199.2500	-0.00016210
199.5000	-0.00017795
199.7500	-0.00021957
200.0000	-0.00021198
200.2500	-0.00019878
200.5000	-0.00019629
200.7500	-0.00020425
201.0000	-0.00019490
201.2500	-0.00022470
201.5000	-0.00020711
201.7500	-0.00021817
202.0000	-0.00021146
202.2500	-0.00022123
202.5000	-0.00023572
202.7500	-0.00025494
203.0000	-0.00021191
203.2500	-0.00021186
203.5000	-0.00021197
203.7500	-0.00021198
204.0000	-0.00021194
204.2500	-0.00021192
204.5000	-0.00021186
204.7500	-0.00021224
205.0000	-0.00021187
205.2500	-0.00021202
205.5000	-0.00021197
205.7500	-0.00021191
206.0000	-0.00021194
206.2500	-0.00021194
206.5000	-0.00021190
206.7500	-0.00021204
207.0000	-0.00021181
207.2500	-0.00021205
207.5000	-0.00021202
207.7500	-0.00021199
208.0000	-0.00021198
208.2500	-0.00021202
208.5000	-0.00021191
208.7500	-0.00021202
209.0000	-0.00021194
209.2500	-0.00021197
209.5000	-0.00021202
209.7500	-0.00021204
210.0000	-0.00021202
210.2500	-0.00021201
210.5000	-0.00021197
210.7500	-0.00021195
211.0000	-0.00021200
211.2500	-0.00021193
211.5000	-0.00021198
211.7500	-0.00021214
212.0000	-0.00021201
212.2500	-0.00021189
212.5000	-0.00021190
212.7500	-0.00021193
213.0000	-0.00021201
213.2500	-0.00021189
213.5000	-0.00021191
213.7500	-0.00021183
214.0000	-0.00021192
214.2500	-0.00021195
214.5000	-0.00021188
214.7500	-0.00021189
215.0000	-0.00021189
215.2500	-0.00021195
215.5000	-0.00021194
215.7500	-0.00021188
216.0000	-0.00021196
216.2500	-0.00021205
216.5000	-0.00021194
216.7500	-0.00021202
217.0000	-0.00021192
217.2500	-0.00021191
217.5000	-0.00021204
217.7500	-0.00021191
218.0000	-0.00021197
218.2500	-0.00021207
218.5000	-0.00021193
218.7500	-0.00021197
219.0000	-0.00021194
219.2500	-0.00021199
219.5000	-0.00021197
219.7500	-0.00021192
220.0000	-0.00021199
220.2500	-0.00021199
220.5000	-0.00021194
220.7500	-0.00021202
221.0000	-0.00021192
221.2500	-0.00021201
221.5000	-0.00021193
221.7500	-0.00021190
222.0000	-0.00021190
222.2500	-0.00021192
222.5000	-0.00021198
222.7500	-0.00021964
223.0000	-0.00022247
223.2500	-0.00022193
223.5000	-0.00022197
223.7500	-0.00022198
224.0000	-0.00022195
224.2500	-0.00022187
224.5000	-0.00022193
224.7500	-0.00022193
225.0000	-0.00022195
225.2500	-0.00022202
225.5000	-0.00022190
225.7500	-0.00022193
226.0000	-0.00022191
226.2500	-0.00022193
226.5000	-0.00022189
226.7500	-0.00022197
227.0000	-0.00022195
227.2500	-0.00022194
227.5000	-0.00022183
227.7500	-0.00022181
228.0000	-0.00022194
228.2500	-0.00022198
228.5000	-0.00022191
228.7500	-0.00022189
229.0000	-0.00022190
229.2500	-0.00022195
229.5000	-0.00022198
229.7500	-0.00022195
230.0000	-0.00022205
230.2500	-0.00022186
230.5000	-0.00022190
230.7500	-0.00022193
231.0000	-0.00022191
231.2500	-0.00022185
231.5000	-0.00022195
231.7500	-0.00022191
232.0000	-0.00022207
232.2500	-0.00022195
232.5000	-0.00022184
232.7500	-0.00022198
233.0000	-0.00022197
233.2500	-0.00022190
233.5000	-0.00022191
233.7500	-0.00022193
234.0000	-0.00022190
234.2500	-0.00022195
234.5000	-0.00022190
234.7500	-0.00022188
235.0000	-0.00022188
235.2500	-0.00022196
235.5000	-0.00022211
235.7500	-0.00022193
236.0000	-0.00022193
236.2500	-0.00022195
236.5000	-0.00022183
236.7500	-0.00022191
237.0000	-0.00022204
237.2500	-0.00022199
237.5000	-0.00022197
237.7500	-0.00022199
