Time	Voltage
295.0000	0.00033319
295.2500	0.00033300
295.5000	0.00033316
295.7500	0.00033310
296.0000	0.00033304
296.2500	0.00033304
296.5000	0.00033309
296.7500	0.00033300
297.0000	0.00033305
297.2500	0.00033307
297.5000	0.00033300
297.7500	0.00033307
298.0000	0.00033301
298.2500	0.00033307
298.5000	0.00033299
298.7500	0.00033308
299.0000	0.00033309
299.2500	0.00033298
299.5000	0.00033315
299.7500	0.00033283
300.0000	0.00033290
300.2500	0.00033303
300.5000	0.00033304
300.7500	0.00033294
301.0000	0.00033304
301.2500	0.00033284
301.5000	0.00033294
301.7500	0.00033585
302.0000	0.00033917
302.2500	0.00033471
302.5000	0.00034080
302.7500	0.00033956
303.0000	0.00033684
303.2500	0.00033875
303.5000	0.00034010
303.7500	0.00033750
304.0000	0.00033903
304.2500	0.00033804
304.5000	0.00033743
304.7500	0.00034073
305.0000	0.00033712
305.2500	0.00033768
305.5000	0.00033686
305.7500	0.00033781
306.0000	0.00033859
306.2500	0.00033897
306.5000	0.00033758
306.7500	0.00033648
307.0000	0.00033829
307.2500	0.00033694
307.5000	0.00033654
307.7500	0.00033708
308.0000	0.00033863
308.2500	0.00033735
308.5000	0.00033766
308.7500	0.00033912
309.0000	0.00033788
309.2500	0.00033693
309.5000	0.00033804
309.7500	0.00033778
310.0000	0.00033575
310.2500	0.00033955
310.5000	0.00033542
310.7500	0.00033886
311.0000	0.00033939
311.2500	0.00034223
311.5000	0.00033422
311.7500	0.00033718
312.0000	0.00033524
312.2500	0.00033634
312.5000	0.00033366
312.7500	0.00033423
313.0000	0.00033759
313.2500	0.00033697
313.5000	0.00033528
313.7500	0.00033645
314.0000	0.00033826
314.2500	0.00033591
314.5000	0.00033725
314.7500	0.00033786
315.0000	0.00033530
315.2500	0.00033539
315.5000	0.00033668
315.7500	0.00033627
316.0000	0.00033636
316.2500	0.00033600
316.5000	0.00033585
316.7500	0.00033627
317.0000	0.00033755
