    °C	        No	    CH0	            CH1	            CH2	            CH3
32.062	387	0.1186559271	1886.3978020190	0.4894218737	-0.1717238529
32.091	388	0.1186680864	1884.0859165243	0.4893521362	-0.1717344625
32.121	389	0.1186802458	1881.7809153665	0.4892831140	-0.1717381580
32.149	390	0.1186918091	1879.4790434527	0.4892076545	-0.1717503173
32.179	391	0.1187040877	1877.1828041782	0.4891373211	-0.1717617614
32.205	392	0.1187146973	1874.8865649037	0.4890659147	-0.1717721326
32.245	393	0.1187309097	1872.5997133612	0.4889934354	-0.1717858417
32.269	394	0.1187405657	1870.3191203069	0.4889236980	-0.1717995508
32.290	395	0.1187493872	1868.0341463109	0.4888518148	-0.1718001468
32.318	396	0.1187608313	1865.7585600471	0.4887796932	-0.1718019349
32.348	397	0.1187728714	1863.4848513296	0.4887093597	-0.1718123062
32.371	398	0.1187822890	1861.2211561931	0.4886372381	-0.1718250615
32.401	399	0.1187944483	1858.9587127542	0.4885682159	-0.1718406780
32.429	400	0.1188060116	1856.6906366760	0.4884956174	-0.1718471153
32.457	401	0.1188175749	1854.4357034228	0.4884262376	-0.1718603475
32.489	402	0.1188305687	1852.1857769600	0.4883529239	-0.1718734605
32.510	403	0.1188389134	1849.9377280437	0.4882844978	-0.1718778713
32.537	404	0.1188502383	1847.6890532785	0.4882114225	-0.1718787057
32.564	405	0.1188610863	1845.4541471871	0.4881393008	-0.1718844278
32.593	406	0.1188730072	1843.2186152469	0.4880698018	-0.1718888385
32.616	407	0.1188823056	1840.9862125508	0.4879975610	-0.1718937261
32.655	408	0.1188982796	1838.7581907963	0.4879274659	-0.1718982561
32.678	409	0.1189075779	1836.5320465882	0.4878562980	-0.1718987329
32.710	410	0.1189208102	1834.3146642634	0.4877854876	-0.1719031436
32.725	411	0.1189268898	1832.1022887291	0.4877153926	-0.1719106538
32.759	412	0.1189408373	1829.8886614972	0.4876441054	-0.1719137533
32.786	413	0.1189519238	1827.6837961485	0.4875719838	-0.1719168527
32.816	414	0.1189640831	1825.4758015559	0.4875027232	-0.1719211442
32.846	415	0.1189763617	1823.2753171489	0.4874317937	-0.1719241245
32.878	416	0.1189892363	1821.0842204740	0.4873608641	-0.1719305618
32.908	417	0.1190015149	1818.8931237992	0.4872887425	-0.1719336612
32.936	418	0.1190129589	1816.7076597636	0.4872182898	-0.1719390256
32.973	419	0.1190282177	1814.5228215768	0.4871468834	-0.1719412906
32.996	420	0.1190376353	1812.3461194245	0.4870760731	-0.1719466550
33.025	421	0.1190494370	1810.1719206674	0.4870062165	-0.1719511850
33.051	422	0.1190600466	1807.9989736080	0.4869363598	-0.1719553573
33.079	423	0.1190714907	1805.8329108854	0.4868656687	-0.1719584568
33.107	424	0.1190828156	1803.6731066509	0.4867947392	-0.1719621522
33.132	425	0.1190931868	1801.5145541140	0.4867273859	-0.1719644172
33.157	426	0.1191033196	1799.3622600652	0.4866555027	-0.1719715698
33.184	427	0.1191142868	1797.2137211093	0.4865870766	-0.1719776494
33.214	428	0.1191264462	1795.0658080021	0.4865150742	-0.1720050676
33.242	429	0.1191380095	1792.9235275342	0.4864431910	-0.1720111473
33.269	430	0.1191487383	1790.7843763104	0.4863738111	-0.1720177038
33.297	431	0.1191605401	1788.6502318770	0.4863051466	-0.1720253332
33.323	432	0.1191709113	1786.5223459317	0.4862362436	-0.1720299823
33.352	433	0.1191827130	1784.3988409280	0.4861618570	-0.1720357044
33.369	434	0.1191896271	1782.2778393196	0.4860934309	-0.1720441682
33.398	435	0.1192016673	1780.1618445016	0.4860239319	-0.1720512016
33.433	436	0.1192158532	1778.0471013812	0.4859544328	-0.1720628841
33.461	437	0.1192272973	1775.9404942954	0.4858854107	-0.1720709903
33.497	438	0.1192418408	1773.8332613607	0.4858134082	-0.1720799310
33.516	439	0.1192495894	1771.7335386117	0.4857434324	-0.1720874412
33.543	440	0.1192609143	1769.6344417116	0.4856741718	-0.1720974548
33.566	441	0.1192699742	1767.5497393340	0.4856049112	-0.1721038921
33.589	442	0.1192793917	1765.4569009219	0.4855338624	-0.1721167667
33.616	443	0.1192904782	1763.3728243931	0.4854649595	-0.1721264227
33.655	444	0.1193063330	1761.2918771083	0.4853956989	-0.1721369131
33.672	445	0.1193132472	1759.2178141605	0.4853263191	-0.1721450193
33.698	446	0.1193239760	1757.1487580030	0.4852555087	-0.1721588476
33.724	447	0.1193344664	1755.0809535432	0.4851869634	-0.1721612318
33.751	448	0.1193456721	1753.0125232346	0.4851177028	-0.1721866233
33.778	449	0.1193567586	1750.9578615998	0.4850485614	-0.1721886499
33.809	450	0.1193693947	1748.8975673257	0.4849765590	-0.1721954448
33.838	451	0.1193813157	1746.8535451206	0.4849084905	-0.1722062929
33.864	452	0.1193916869	1744.8063936714	0.4848394683	-0.1722183330
33.889	453	0.1194020581	1742.7592422223	0.4847702077	-0.1722307308
33.909	454	0.1194100451	1740.7264852957	0.4847011855	-0.1722465856
33.943	455	0.1194241118	1738.6874698810	0.4846334746	-0.1722474201
33.975	456	0.1194369864	1736.6597197449	0.4845633796	-0.1722525461
33.995	457	0.1194453311	1734.6307179112	0.4844926884	-0.1722674472
34.025	458	0.1194574904	1732.6086004143	0.4844252160	-0.1722715004
34.047	459	0.1194663119	1730.5958706496	0.4843565514	-0.1722825868
34.080	460	0.1194797826	1728.5781340944	0.4842857411	-0.1722955806
34.103	461	0.1194893193	1726.5672818760	0.4842194607	-0.1723072632
34.134	462	0.1195019555	1724.5620622970	0.4841490080	-0.1723183496
34.164	463	0.1195143532	1722.5612236596	0.4840808203	-0.1723268135
34.189	464	0.1195242476	1720.5591333246	0.4840123942	-0.1723387344
34.213	465	0.1195343804	1718.5664307217	0.4839437296	-0.1723463638
34.243	466	0.1195464205	1716.5774832116	0.4838726809	-0.1723556621
34.266	467	0.1195558381	1714.5897873992	0.4838055661	-0.1723672254
34.293	468	0.1195668053	1712.6083500748	0.4837380936	-0.1723750932
34.323	469	0.1195790839	1710.6312936921	0.4836681177	-0.1723848684
34.348	470	0.1195894551	1708.6548631582	0.4835996916	-0.1723940475
34.372	471	0.1195992303	1706.6884462052	0.4835313847	-0.1724270685
34.403	472	0.1196116280	1704.7176483105	0.4834631970	-0.1724350555
34.429	473	0.1196224761	1702.7549864504	0.4833964398	-0.1724432810
34.449	474	0.1196305823	1700.7960796831	0.4833268215	-0.1724524601
34.483	475	0.1196444106	1698.8377987646	0.4832585146	-0.1724585398
34.505	476	0.1196535897	1696.8851504853	0.4831893732	-0.1724652155
34.538	477	0.1196667027	1694.9375089966	0.4831219007	-0.1724733217
34.567	478	0.1196785044	1692.9967518447	0.4830540707	-0.1724792822
34.590	479	0.1196881604	1691.0584980880	0.4829874327	-0.1724877460
34.613	480	0.1196973395	1689.1189926338	0.4829170992	-0.1724937065
34.637	481	0.1197074723	1687.1876232140	0.4828499843	-0.1725016935
34.665	482	0.1197185588	1685.2587571894	0.4827833463	-0.1725100382
34.693	483	0.1197302413	1683.3336462577	0.4827145626	-0.1725151642
34.714	484	0.1197387051	1681.4129162677	0.4826457788	-0.1725226744
34.742	485	0.1197502684	1679.4984447657	0.4825779487	-0.1725281580
34.768	486	0.1197606397	1677.5820957173	0.4825113107	-0.1725348337
34.795	487	0.1197718453	1675.6763860986	0.4824435998	-0.1725463970
34.821	488	0.1197824550	1673.7719281776	0.4823750545	-0.1725508077
34.857	489	0.1197968793	1671.8674702565	0.4823065092	-0.1725577219
34.882	490	0.1198071313	1669.9698966724	0.4822393943	-0.1725607021
34.911	491	0.1198190522	1668.0698196930	0.4821734716	-0.1725676163
34.936	492	0.1198291850	1666.1841372361	0.4821063567	-0.1725723846
34.962	493	0.1198399138	1664.2959513841	0.4820399572	-0.1725788219
34.992	494	0.1198520732	1662.4165274153	0.4819729615	-0.1725883587
35.017	495	0.1198624444	1660.5320966561	0.4819034625	-0.1725918157
35.038	496	0.1198710275	1658.6595570242	0.4818349172	-0.1725999220
35.066	497	0.1198823523	1656.7870173923	0.4817687560	-0.1726057632
35.080	498	0.1198880744	1654.9188587021	0.4817009259	-0.1726163729
35.113	499	0.1199013066	1653.0575843488	0.4816336919	-0.1726216181
35.138	500	0.1199116778	1651.1919290538	0.4815669347	-0.1726352079
35.161	501	0.1199212146	1649.3369131885	0.4815006543	-0.1726404531
35.187	502	0.1199318242	1647.4850265673	0.4814313937	-0.1726567848
35.211	503	0.1199415994	1645.6400242829	0.4813646365	-0.1726627453
35.238	504	0.1199525666	1643.7906410569	0.4813001443	-0.1726701363
35.267	505	0.1199644876	1641.9569040511	0.4812313605	-0.1726757391
35.292	506	0.1199745011	1640.1162827084	0.4811642457	-0.1726818188
35.327	507	0.1199888062	1638.2800423074	0.4810990382	-0.1726876600
35.347	508	0.1199970317	1636.4481828480	0.4810309697	-0.1726921900
35.372	509	0.1200070453	1634.6244594231	0.4809651661	-0.1727025612
35.397	510	0.1200172973	1632.8026135446	0.4808978129	-0.1727094753
35.421	511	0.1200270724	1630.9795159685	0.4808304596	-0.1727200849
35.452	512	0.1200398278	1629.1689353686	0.4807642985	-0.1727298601
35.474	513	0.1200486493	1627.3520962806	0.4806964684	-0.1727378471
35.499	514	0.1200591397	1625.5458966223	0.4806297112	-0.1727452381
35.532	515	0.1200723720	1623.7403228128	0.4805662918	-0.1727539404
35.547	516	0.1200786901	1621.9391299450	0.4804966736	-0.1727627619
35.580	517	0.1200919223	1620.1441955652	0.4804333735	-0.1727701529
35.599	518	0.1200997901	1618.3498870343	0.4803654242	-0.1727833851
35.629	519	0.1201118302	1616.5574560498	0.4803022433	-0.1727913721
35.639	520	0.1201160026	1614.7731610997	0.4802334595	-0.1727997168
35.675	521	0.1201307845	1612.9869886033	0.4801676560	-0.1728103264
35.700	522	0.1201410365	1611.2083262925	0.4801008987	-0.1728184326
35.730	523	0.1201531959	1609.4327932258	0.4800371218	-0.1728274925
35.753	524	0.1201626134	1607.6591377055	0.4799680996	-0.1728407248
35.781	525	0.1201741767	1605.8892372781	0.4799028921	-0.1728495462
35.807	526	0.1201844287	1604.1255953387	0.4798372078	-0.1728526457
35.834	527	0.1201956344	1602.3657084921	0.4797720003	-0.1728582485
35.869	528	0.1202099395	1600.6102025873	0.4797070312	-0.1728662355
35.891	529	0.1202188802	1598.8546966824	0.4796423006	-0.1728745802
35.915	530	0.1202285361	1597.1004424751	0.4795769739	-0.1728826864
35.944	531	0.1202406955	1595.3530726047	0.4795111704	-0.1728891237
35.971	532	0.1202513051	1593.6119612224	0.4794436979	-0.1728955610
35.992	533	0.1202598882	1591.8689722937	0.4793782520	-0.1729045017
36.016	534	0.1202697826	1590.1322418530	0.4793144750	-0.1729123695
36.034	535	0.1202771735	1588.4005182028	0.4792503404	-0.1729184492
36.057	536	0.1202865911	1586.6656653086	0.4791848945	-0.1729240521
36.084	537	0.1202975583	1584.9408259953	0.4791171836	-0.1729325159
36.107	538	0.1203069759	1583.2191159260	0.4790536451	-0.1729383572
36.132	539	0.1203173471	1581.4999092519	0.4789909410	-0.1729441984
36.164	540	0.1203301025	1579.7857093683	0.4789237069	-0.1729525431
36.182	541	0.1203374934	1578.0721353335	0.4788573074	-0.1729600533
36.210	542	0.1203491760	1576.3666973333	0.4787893581	-0.1729668482
36.240	543	0.1203610969	1574.6581300889	0.4787252235	-0.1729728087
36.260	544	0.1203694415	1572.9583247279	0.4786616849	-0.1729778154
36.285	545	0.1203795743	1571.2522608788	0.4785976695	-0.1729852064
36.312	546	0.1203907800	1569.5618432499	0.4785319852	-0.1729903324
36.345	547	0.1204038930	1567.8701739234	0.4784676122	-0.1729933127
36.365	548	0.1204122377	1566.1785045969	0.4784010934	-0.1729941471
36.383	549	0.1204197479	1564.4937196072	0.4783361243	-0.1730022534
36.417	550	0.1204335761	1562.8120638616	0.4782711553	-0.1730078562
36.441	551	0.1204433513	1561.1297822672	0.4782085704	-0.1730126246
36.466	552	0.1204534841	1559.4575142537	0.4781431245	-0.1730152472
36.494	553	0.1204646898	1557.7902530307	0.4780777978	-0.1730105980
36.513	554	0.1204726768	1556.1198625636	0.4780123519	-0.1730095251
36.538	555	0.1204828096	1554.4551047358	0.4779491709	-0.1730162008
36.563	556	0.1204929424	1552.7928503032	0.4778836058	-0.1730218037
36.581	557	0.1205002141	1551.1324734171	0.4778197096	-0.1730140551
36.607	558	0.1205107045	1549.4783550190	0.4777559327	-0.1730176314
36.637	559	0.1205232215	1547.8292434114	0.4776917981	-0.1730375393
36.658	560	0.1205316854	1546.1838868966	0.4776262330	-0.1730381354
36.678	561	0.1205396724	1544.5347752890	0.4775628136	-0.1730390890
36.700	562	0.1205488515	1542.8963031111	0.4774986790	-0.1730399235
36.724	563	0.1205585075	1541.2565792356	0.4774331139	-0.1730336054
36.749	564	0.1205688787	1539.6212363017	0.4773674296	-0.1730363472
36.773	565	0.1205786538	1537.9909001583	0.4773047255	-0.1730374201
36.797	566	0.1205881906	1536.3580606197	0.4772435711	-0.1730417116
36.818	567	0.1205968929	1534.7371122084	0.4771793173	-0.1730439766
36.843	568	0.1206072641	1533.1155379483	0.4771136330	-0.1730470760
36.873	569	0.1206194234	1531.4983446299	0.4770510481	-0.1730468376
36.898	570	0.1206294370	1529.8811513115	0.4769861982	-0.1730543478
36.920	571	0.1206387353	1528.2689647835	0.4769227789	-0.1730558975
36.946	572	0.1206491065	1526.6630367436	0.4768587635	-0.1730556591
36.972	573	0.1206595970	1525.0546053084	0.4767948673	-0.1730587586
37.006	574	0.1206734252	1523.4561874542	0.4767307327	-0.1730604275
37.022	575	0.1206802202	1521.8521369608	0.4766681478	-0.1730603083
37.049	576	0.1206909490	1520.2568483506	0.4766046093	-0.1730606659
37.068	577	0.1206988168	1518.6678182285	0.4765392826	-0.1730657919
37.095	578	0.1207099033	1517.0787881064	0.4764761017	-0.1730645998
37.117	579	0.1207187248	1515.4916355307	0.4764145897	-0.1730597122
37.147	580	0.1207310033	1513.9088638967	0.4763506935	-0.1730762823
37.166	581	0.1207389904	1512.3267181114	0.4762871549	-0.1730879648
37.189	582	0.1207482887	1510.7533342095	0.4762262390	-0.1730806931
37.215	583	0.1207586599	1509.1755693660	0.4761622236	-0.1730737789
37.244	584	0.1207708192	1507.6071922545	0.4760984466	-0.1730676993
37.263	585	0.1207783294	1506.0394409918	0.4760381267	-0.1730687721
37.290	586	0.1207892967	1504.4766965197	0.4759730384	-0.1730725868
37.315	587	0.1207994295	1502.9208363843	0.4759098575	-0.1730737789
37.333	588	0.1208069396	1501.3574660633	0.4758467958	-0.1730810507
37.360	589	0.1208181453	1499.8053610209	0.4757828996	-0.1730907067
37.384	590	0.1208275629	1498.2582627689	0.4757181690	-0.1731027468
37.415	591	0.1208401990	1496.7111645169	0.4756582067	-0.1731053694
37.441	592	0.1208510471	1495.1646921137	0.4755963371	-0.1731038197
37.469	593	0.1208622528	1493.6175938617	0.4755335138	-0.1731034620
37.480	594	0.1208670211	1492.0836384346	0.4754712865	-0.1731129988
37.506	595	0.1208776308	1490.5521864028	0.4754077479	-0.1731211050
37.529	596	0.1208869291	1489.0182309758	0.4753448054	-0.1731157406
37.551	597	0.1208958698	1487.4886564904	0.4752832934	-0.1731200321
37.582	598	0.1209083868	1485.9578303074	0.4752210662	-0.1731287344
37.611	599	0.1209203077	1484.4382694029	0.4751560971	-0.1731404169
37.630	600	0.1209281755	1482.9155792544	0.4750957772	-0.1731474503
37.661	601	0.1209406925	1481.4022768380	0.4750341460	-0.1731546028
37.688	602	0.1209516597	1479.8864710263	0.4749729916	-0.1731659277
37.712	603	0.1209615541	1478.3769237028	0.4749104068	-0.1731751068
37.734	604	0.1209702564	1476.8654988328	0.4748486563	-0.1731827362
37.754	605	0.1209787202	1475.3653392413	0.4747870251	-0.1731917961
37.776	606	0.1209874225	1473.8601728594	0.4747263476	-0.1732049092
37.803	607	0.1209985090	1472.3656459073	0.4746634051	-0.1732071741
37.827	608	0.1210081649	1470.8692414087	0.4745979592	-0.1732150419
37.852	609	0.1210186554	1469.3765920029	0.4745399043	-0.1732229098
37.873	610	0.1210270000	1467.8889493876	0.4744767233	-0.1732338770
37.897	611	0.1210367752	1466.4031843187	0.4744113966	-0.1732382878
37.926	612	0.1210485769	1464.9174192499	0.4743521496	-0.1732455595
37.948	613	0.1210575176	1463.4347834250	0.4742907568	-0.1732534273
37.968	614	0.1210656238	1461.9640387275	0.4742282912	-0.1732603415
37.994	615	0.1210762335	1460.4901647860	0.4741670176	-0.1732721432
38.023	616	0.1210882736	1459.0181683909	0.4741059824	-0.1732813223
38.042	617	0.1210961414	1457.5555597279	0.4740456625	-0.1732919319
38.067	618	0.1211061550	1456.0879442744	0.4739848658	-0.1733098133
38.087	619	0.1211144996	1454.6222063674	0.4739224001	-0.1733284100
38.107	620	0.1211223674	1453.1702371341	0.4738620802	-0.1733394965
38.123	621	0.1211290432	1451.7138869592	0.4738005682	-0.1733415230
38.153	622	0.1211412025	1450.2625435747	0.4737382217	-0.1733466490
38.177	623	0.1211512161	1448.8099484926	0.4736793324	-0.1733486756
38.197	624	0.1211593223	1447.3623602010	0.4736172243	-0.1733542784
38.226	625	0.1211711241	1445.9191528511	0.4735524937	-0.1733589276
38.246	626	0.1211792303	1444.4847073844	0.4734953924	-0.1733665570
38.279	627	0.1211927009	1443.0427517320	0.4734339996	-0.1733707293
38.301	628	0.1212017608	1441.6051770213	0.4733760639	-0.1733737095
38.323	629	0.1212104631	1440.1757383451	0.4733121677	-0.1733776434
38.338	630	0.1212165428	1438.7475513665	0.4732513710	-0.1733827694
38.366	631	0.1212278677	1437.3237453296	0.4731936737	-0.1733880146
38.385	632	0.1212358547	1435.9005651415	0.4731290622	-0.1733934983
38.411	633	0.1212462259	1434.4792624998	0.4730712457	-0.1733975514
38.431	634	0.1212546898	1433.0610891021	0.4730085416	-0.1734035118
38.453	635	0.1212635113	1431.6491741925	0.4729479833	-0.1734124525
38.475	636	0.1212723327	1430.2403885269	0.4728892131	-0.1734248503
38.504	637	0.1212843729	1428.8303511638	0.4728275819	-0.1734405859
38.529	638	0.1212946249	1427.4259464399	0.4727683349	-0.1734398707
38.552	639	0.1213039232	1426.0209158671	0.4727099224	-0.1734260424
38.575	640	0.1213133407	1424.6271505730	0.4726498409	-0.1734265192
38.599	641	0.1213229967	1423.2258750931	0.4725898786	-0.1734268769
38.624	642	0.1213332487	1421.8352390430	0.4725282474	-0.1734287842
38.642	643	0.1213406397	1420.4458546904	0.4724686427	-0.1734398707
38.669	644	0.1213513685	1419.0564703379	0.4724113031	-0.1734434470
38.688	645	0.1213593555	1417.6758478687	0.4723502679	-0.1734427317
38.714	646	0.1213698459	1416.2895927602	0.4722910209	-0.1734484538
38.733	647	0.1213775946	1414.9158546278	0.4722297473	-0.1734377249
38.755	648	0.1213864160	1413.5352321586	0.4721708579	-0.1734426125
38.778	649	0.1213958336	1412.1614940263	0.4721112533	-0.1734469040
38.802	650	0.1214058472	1410.7871300451	0.4720515294	-0.1734647854
38.818	651	0.1214124037	1409.4196504009	0.4719920440	-0.1734522684
38.842	652	0.1214219404	1408.0553000006	0.4719308896	-0.1734294995
38.872	653	0.1214343382	1406.6978339373	0.4718706889	-0.1734384402
38.888	654	0.1214407755	1405.3347352347	0.4718107266	-0.1734501227
38.912	655	0.1214505506	1403.9741399273	0.4717525525	-0.1734602555
38.935	656	0.1214600874	1402.6223065032	0.4716912789	-0.1734656199
38.961	657	0.1214705778	1401.2667179863	0.4716346545	-0.1734817131
38.982	658	0.1214789225	1399.9186396550	0.4715768380	-0.1734868391
39.003	659	0.1214877439	1398.5749422654	0.4715189023	-0.1734931572
39.030	660	0.1214987112	1397.2274897830	0.4714573903	-0.1735044821
39.049	661	0.1215065790	1395.8900508815	0.4713985009	-0.1735123499
39.071	662	0.1215152813	1394.5526119800	0.4713380618	-0.1735154494
39.093	663	0.1215242220	1393.2201798689	0.4712798876	-0.1735253437
